"Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","Month_encoded","VisitorType_isNew_Visitor","VisitorType_isReturning_Visitor","Session_Duration","Page_Count","Avg_Duration_Per_Page"
"0","0","0","0","22","1076.65","0.023809524","0.036507937","10.7869918","0","Aug","2","2","2","1","Returning_Visitor","0","1","7","0","1","1076.65","22","48.938636363636"
"0","0","0","0","3","41.4","0","0.066666667","0","0","Sep","2","2","7","2","Returning_Visitor","0","0","8","0","1","41.4","3","13.8"
"0","0","2","91.2","24","1017.775758","0.052564103","0.049224806","0","0","Nov","2","2","9","20","Returning_Visitor","1","0","10","0","1","1108.975758","26","42.652913769231"
"1","31.2","0","0","31","824.86","0","0.008333333","0","0","Sep","1","1","1","3","New_Visitor","0","0","8","1","0","856.06","32","26.751875"
"2","31.6","0","0","4","75.6","0","0.028571429","0","0","Aug","2","2","7","4","Returning_Visitor","0","0","7","0","1","107.2","6","17.866666666667"
"2","99.2","0","0","7","106.9666667","0.025","0.015","0","0","Oct","3","2","1","2","Returning_Visitor","1","0","9","0","1","206.1666667","9","22.907407411111"
"6","175.1","0","0","3","27.6","0","0.011111111","0","0","Jul","2","10","3","5","New_Visitor","0","0","6","1","0","202.7","9","22.522222222222"
"0","0","0","0","13","338.2","0.030769231","0.069230769","0","0","Oct","1","1","4","4","Returning_Visitor","1","0","9","0","1","338.2","13","26.015384615385"
"0","0","0","0","21","987.77","0.015238095","0.067619048","0","0","Jul","2","4","3","1","Returning_Visitor","0","0","6","0","1","987.77","21","47.036666666667"
"10","80.06666667","1","812","113","3282.583983","0.007377049","0.016691039","45.55270796","0","Aug","2","2","3","1","Returning_Visitor","0","0","7","0","1","4174.65064967","124","33.666537497339"
"0","0","0","0","26","587.9","0.023076923","0.037179487","0","0","June","3","2","5","13","Returning_Visitor","0","0","5","0","1","587.9","26","22.611538461538"
"0","0","0","0","1","0","0.2","0.2","0","0","June","3","2","3","13","Returning_Visitor","0","0","5","0","1","0","1","0"
"1","23.2","0","0","0","0","0","0.033333333","0","0","Oct","2","2","6","3","Returning_Visitor","0","1","9","0","1","23.2","1","23.2"
"4","11","0","0","44","2149.190195","0.02705314","0.048201119","0","0","Aug","1","1","1","3","Returning_Visitor","0","0","7","0","1","2160.190195","48","45.003962395833"
"5","173.9666667","0","0","17","930.3666667","0.018181818","0.017272727","0","0","Aug","2","2","3","4","Returning_Visitor","0","0","7","0","1","1104.3333334","22","50.1969697"
"5","174.3","0","0","39","794.7131148","0.032954545","0.056528671","0","0","Sep","1","2","1","1","Returning_Visitor","0","0","8","0","1","969.0131148","44","22.023025336364"
"1","7","0","0","27","1739.575","0.038095238","0.06037037","0","0","Jul","2","2","7","1","Returning_Visitor","0","0","6","0","1","1746.575","28","62.377678571429"
"5","415.55","0","0","115","4424.621667","0.004273504","0.023036223","13.29131586","0","Aug","2","4","4","1","Returning_Visitor","1","1","7","0","1","4840.171667","120","40.334763891667"
"2","21.2","0","0","7","897.8","0","0.055555556","0","0","Aug","2","2","1","1","Returning_Visitor","0","0","7","0","1","919","9","102.11111111111"
"1","59.4","0","0","73","891.568795","0","0","258.5498732","0","Sep","2","2","3","2","New_Visitor","0","1","8","1","0","950.968795","74","12.850929662162"
"5","115.8","0","0","60","1516.73","0.007936508","0.01982092","0","0","Aug","2","2","4","3","Returning_Visitor","1","0","7","0","1","1632.53","65","25.115846153846"
"5","399.2","2","34.3","42","1713.21619","0.062222222","0.090962963","3.16569129","0","June","2","2","6","13","Returning_Visitor","0","0","5","0","1","2146.71619","49","43.810534489796"
"5","106.9","0","0","211","7442.388149","0.012735849","0.028901336","0","0","Aug","2","2","3","13","Returning_Visitor","0","0","7","0","1","7549.288149","216","34.950408097222"
"0","0","0","0","42","922.3","0.019047619","0.034920635","0","0","Aug","3","2","8","2","Returning_Visitor","0","0","7","0","1","922.3","42","21.959523809524"
"5","32","0","0","30","425.0333333","0","0.0125","0","0","Oct","2","2","7","1","Returning_Visitor","0","0","9","0","1","457.0333333","35","13.058095237143"
"4","54.4","0","0","68","2889.946154","0.002898551","0.008789401","0","0","June","4","1","4","1","Returning_Visitor","0","0","5","0","1","2944.346154","72","40.893696583333"
"0","0","0","0","2","150.6","0","0.033333333","0","0","Oct","2","2","3","5","Returning_Visitor","0","0","9","0","1","150.6","2","75.3"
"1","160.2","0","0","13","381.6166667","0","0.011904762","0","0","Oct","1","2","3","2","New_Visitor","0","0","9","1","0","541.8166667","14","38.701190478571"
"8","85.48223443","1","5.5","227","3818.308629","0.007264957","0.018863427","0.154821253","0","Oct","2","2","1","13","Returning_Visitor","0","0","9","0","1","3909.29086343","236","16.564791794195"
"0","0","0","0","11","169.1666667","0","0.036363636","0","0","Oct","2","2","1","1","Returning_Visitor","0","0","9","0","1","169.1666667","11","15.378787881818"
"1","169.2","0","0","24","1433.163333","0.008333333","0.006944444","0","0","Aug","3","2","3","4","Returning_Visitor","1","1","7","0","1","1602.363333","25","64.09453332"
"8","125.7333333","0","0","7","81.66666667","0.033333333","0.024166667","0","0","Sep","2","2","1","1","Returning_Visitor","0","0","8","0","1","207.39999997","15","13.826666664667"
"1","22.2","0","0","9","348.54","0","0.005194805","16.1722885","0","Nov","2","2","3","3","Returning_Visitor","0","1","10","0","1","370.74","10","37.074"
"0","0","0","0","19","447.7166667","0","0.011111111","0","0","Sep","3","2","1","2","Returning_Visitor","1","0","8","0","1","447.7166667","19","23.564035089474"
"3","86.6","0","0","41","1678.4","0.031060606","0.046893939","0","0","June","2","2","1","1","Returning_Visitor","0","0","5","0","1","1765","44","40.113636363636"
"10","154.0229167","0","0","50","1388.052366","0.008611111","0.02038584","18.19675574","0","Sep","3","2","3","4","Returning_Visitor","0","0","8","0","1","1542.0752827","60","25.701254711667"
"3","132.92","4","212.8","36","1335.773333","0.014285714","0.034484127","11.11383981","0","Nov","2","7","2","2","Returning_Visitor","0","0","10","0","1","1681.493333","43","39.104496116279"
"14","260.7361111","3","186.5","51","2921.902778","0.013661202","0.02989071","8.339171985","0","Nov","4","2","7","1","Returning_Visitor","1","1","10","0","1","3369.1388891","68","49.546160133824"
"0","0","0","0","18","650.1333333","0.05","0.07962963","0","0","Jul","2","2","3","4","Returning_Visitor","0","0","6","0","1","650.1333333","18","36.118518516667"
"9","162.625","0","0","37","841.3583333","0.000724638","0.0125","0","0","Sep","2","10","1","1","Returning_Visitor","0","0","8","0","1","1003.9833333","46","21.825724636957"
"3","72.6","0","0","17","544.1","0","0.002","0","0","Sep","2","2","9","2","New_Visitor","0","0","8","1","0","616.7","20","30.835"
"3","92.6","0","0","9","626.6","0","0.024242424","0","0","Nov","2","2","5","2","Returning_Visitor","1","0","10","0","1","719.2","12","59.933333333333"
"2","4","0","0","2","44.4","0","0.05","0","0","Sep","2","10","3","5","New_Visitor","0","0","8","1","0","48.4","4","12.1"
"5","43","0","0","36","725.3333333","0.005714286","0.017142857","0","0","Sep","2","2","3","13","Returning_Visitor","0","0","8","0","1","768.3333333","41","18.739837397561"
"0","0","0","0","5","0","0.2","0.2","0","0","Jul","3","2","3","1","Returning_Visitor","1","0","6","0","1","0","5","0"
"4","81.6","0","0","45","1096.42","0.041945289","0.072659574","0","0","Jul","3","2","6","13","Returning_Visitor","0","0","6","0","1","1178.02","49","24.041224489796"
"0","0","2","39.4","6","169.9666667","0","0.00625","0","0","Jul","2","2","3","2","Returning_Visitor","1","0","6","0","1","209.3666667","8","26.1708333375"
"0","0","0","0","42","2084.479524","0.004761905","0.014920635","0","0","Oct","1","1","1","2","Returning_Visitor","0","0","9","0","1","2084.479524","42","49.630464857143"
"2","287.5","2","12.5","9","979","0.01025641","0.041025641","0","0","Oct","1","1","4","3","Returning_Visitor","0","0","9","0","1","1279","13","98.384615384615"
"6","189.8","0","0","9","208.8333333","0","0.015384615","70.31635146","0","Nov","2","2","3","2","New_Visitor","0","1","10","1","0","398.6333333","15","26.575555553333"
"8","129.9","0","0","70","1438.71","0.011351351","0.033766459","0","0","Jul","2","2","7","1","Returning_Visitor","0","0","6","0","1","1568.61","78","20.110384615385"
"3","50.06666667","0","0","159","2184.484938","0.001851852","0.005588342","0","0","Oct","2","2","4","4","Returning_Visitor","1","0","9","0","1","2234.55160467","162","13.793528423889"
"0","0","0","0","28","803.5833333","0.007142857","0.033333333","0","0","Jul","3","2","3","15","Returning_Visitor","0","0","6","0","1","803.5833333","28","28.699404760714"
"1","3","0","0","9","133.3666667","0.054545455","0.042424242","4.760328465","0","Jul","3","2","4","1","Returning_Visitor","0","1","6","0","1","136.3666667","10","13.63666667"
"3","35.2","0","0","44","1535.666667","0.012765957","0.014184397","17.21022568","0","Jul","1","1","1","3","Returning_Visitor","0","0","6","0","1","1570.866667","47","33.422695042553"
"5","31.7","3","239.2","3","78.5","0","0.008333333","0","0","Sep","2","2","1","5","New_Visitor","0","0","8","1","0","349.4","11","31.763636363636"
"6","159.7","1","72.6","44","531.72","0","0.003921569","0","0","Oct","2","2","2","5","New_Visitor","0","0","9","1","0","764.02","51","14.980784313725"
"2","227.6","0","0","115","5284.816825","0","0.002849003","0","0","Oct","2","2","4","4","Returning_Visitor","0","0","9","0","1","5512.416825","117","47.114673717949"
"9","215.5","1","12","12","245.6","0","0.0125","0","0","Oct","2","2","4","5","New_Visitor","0","0","9","1","0","473.1","22","21.504545454545"
"0","0","0","0","24","950.0166667","0.009090909","0.027056277","0","0","Oct","2","2","1","20","Returning_Visitor","0","0","9","0","1","950.0166667","24","39.584027779167"
"8","173.4115512","0","0","162","5721.800123","0.001142857","0.009090249","17.79812649","0","Oct","2","2","1","1","Returning_Visitor","0","0","9","0","1","5895.2116742","170","34.677715730588"
"1","0","0","0","9","336.8833333","0","0.04","30.21969637","0","Sep","1","2","6","4","Returning_Visitor","0","1","8","0","1","336.8833333","10","33.68833333"
"8","217.4","2","67.4","24","428.3","0","0.007142857","0","0","Sep","2","4","4","5","New_Visitor","0","0","8","1","0","713.1","34","20.973529411765"
"0","0","0","0","4","44.4","0","0.05","0","0","June","2","10","1","3","Returning_Visitor","0","0","5","0","1","44.4","4","11.1"
"18","608.14","6","733.8","168","4948.398759","0.006631763","0.013527508","10.15064372","0","Aug","2","2","3","1","Returning_Visitor","1","0","7","0","1","6290.338759","192","32.762181036458"
"3","444.7","0","0","59","3296.55","0.006666667","0.0265","0","0","Jul","2","2","4","13","Returning_Visitor","0","0","6","0","1","3741.25","62","60.342741935484"
"8","376.3333333","3","69.4","161","7263.957157","0.003592814","0.007729114","3.104019139","0","Jul","1","1","3","3","Returning_Visitor","0","0","6","0","1","7709.6904903","172","44.823781920349"
"1","81.6","0","0","10","107.2","0.018181818","0.027272727","0","0","Oct","2","2","3","20","Returning_Visitor","0","0","9","0","1","188.8","11","17.163636363636"
"2","31.1","3","31.2","18","792.7333333","0.013043478","0.048115942","8.611221424","0","June","2","5","3","20","Returning_Visitor","0","0","5","0","1","855.0333333","23","37.175362317391"
"0","0","0","0","28","1555.601212","0","0.009511278","0","0","Nov","3","2","2","2","Returning_Visitor","0","0","10","0","1","1555.601212","28","55.557186142857"
"2","23.2","0","0","11","119.2","0","0.015384615","0","0","Sep","2","2","2","2","New_Visitor","1","0","8","1","0","142.4","13","10.953846153846"
"0","0","0","0","26","2021.4","0.007692308","0.030769231","0","0","Jul","3","3","1","4","Returning_Visitor","0","0","6","0","1","2021.4","26","77.746153846154"
"3","47.2","0","0","2","12","0","0.04","0","0","Sep","2","5","4","2","New_Visitor","0","0","8","1","0","59.2","5","11.84"
"0","0","0","0","8","65.4","0.05","0.15","0","0","Aug","1","1","1","3","Returning_Visitor","0","0","7","0","1","65.4","8","8.175"
"0","0","0","0","31","493.58","0","0.006451613","0","0","Sep","2","2","3","2","Returning_Visitor","1","0","8","0","1","493.58","31","15.921935483871"
"16","314.505","0","0","37","1048.663333","0","0.008695652","87.25396293","0","Nov","1","1","3","2","New_Visitor","0","1","10","1","0","1363.168333","53","25.720157226415"
"0","0","0","0","5","44.8","0","0.033333333","50.36347405","0","Jul","4","1","3","1","Returning_Visitor","0","1","6","0","1","44.8","5","8.96"
"0","0","2","17.2","93","5496.25","0.003191489","0.014078014","0.139200623","0","Jul","2","2","1","1","Returning_Visitor","0","1","6","0","1","5513.45","95","58.036315789474"
"0","0","0","0","20","526.8","0","0.010526316","104.2012273","0","Sep","2","2","1","2","Returning_Visitor","0","1","8","0","1","526.8","20","26.34"
"0","0","0","0","30","469.1","0","0.015","0","0","Jul","2","4","4","4","Returning_Visitor","0","0","6","0","1","469.1","30","15.636666666667"
"1","19.2","0","0","42","2197","0","0.013636364","0","0","Oct","2","2","1","1","Returning_Visitor","0","0","9","0","1","2216.2","43","51.539534883721"
"1","47.4","0","0","6","146.4","0.022222222","0.062962963","29.65880372","0","Oct","2","2","1","2","Returning_Visitor","0","0","9","0","1","193.8","7","27.685714285714"
"0","0","0","0","15","150.4","0","0.013333333","0","0","Nov","2","2","7","20","Returning_Visitor","0","0","10","0","1","150.4","15","10.026666666667"
"0","0","0","0","16","566.4866667","0","0.039365079","18.30205576","0","Sep","3","2","2","1","Returning_Visitor","0","1","8","0","1","566.4866667","16","35.40541666875"
"5","178.92","1","6","33","1017.576667","0.013157895","0.011842105","0","0","Nov","3","2","1","3","Returning_Visitor","0","0","10","0","1","1202.496667","39","30.833247871795"
"0","0","0","0","16","690.3133333","0.028571429","0.057142857","0","0","Oct","2","2","1","1","Returning_Visitor","0","0","9","0","1","690.3133333","16","43.14458333125"
"2","26.2","0","0","4","487.6","0","0.025","0","0","Sep","2","2","1","4","Returning_Visitor","0","0","8","0","1","513.8","6","85.633333333333"
"0","0","0","0","1","0","0.2","0.2","0","0","Jul","3","2","1","4","Returning_Visitor","1","0","6","0","1","0","1","0"
"7","46.3","0","0","2","9","0","0.025","0","0","Sep","2","4","1","2","New_Visitor","0","0","8","1","0","55.3","9","6.1444444444444"
"0","0","0","0","3","24","0","0.066666667","0","0","Sep","2","2","3","3","Returning_Visitor","0","0","8","0","1","24","3","8"
"5","209.2","0","0","18","447.1666667","0.008695652","0.041304348","0","0","Aug","1","1","1","1","Returning_Visitor","0","0","7","0","1","656.3666667","23","28.53768116087"
"0","0","0","0","22","1190.941667","0","0.003174603","0","0","Nov","3","2","2","6","New_Visitor","1","0","10","1","0","1190.941667","22","54.133712136364"
"2","55.4","2","96.8","26","600.5733333","0.013793103","0.022413793","2.812474051","0","Aug","2","2","1","2","Returning_Visitor","0","0","7","0","1","752.7733333","30","25.092444443333"
"0","0","0","0","28","527.8333333","0.02962963","0.048148148","0","0","Oct","2","2","2","13","Returning_Visitor","0","0","9","0","1","527.8333333","28","18.851190475"
"7","103.6","0","0","72","1933.559259","0.005333333","0.026377261","7.806338478","0","Sep","2","2","6","2","Returning_Visitor","0","0","8","0","1","2037.159259","79","25.786826063291"
"15","190.55","2","6","21","280.65","0.031313131","0.043198653","0","0","Oct","1","1","7","3","Returning_Visitor","0","0","9","0","1","477.2","38","12.557894736842"
"5","161.1076923","5","108.3","44","2982.063248","0.016352201","0.037389344","5.721365099","0","Nov","1","1","4","1","Returning_Visitor","0","1","10","0","1","3251.4709403","54","60.21242482037"
"2","33.2","0","0","1","7","0","0","0","0","Oct","2","5","3","2","New_Visitor","1","0","9","1","0","40.2","3","13.4"
"0","0","0","0","9","152","0.111111111","0.155555556","0","0","Jul","2","2","7","1","Returning_Visitor","1","0","6","0","1","152","9","16.888888888889"
"8","308.5859649","0","0","67","1784.755219","0.000352113","0.001928521","0.384720286","0","Sep","3","2","1","2","Returning_Visitor","0","0","8","0","1","2093.3411839","75","27.911215785333"
"4","1660.3","0","0","2","45.7","0","0.016666667","113.9293434","0","Sep","2","10","1","2","Returning_Visitor","0","1","8","0","1","1706","6","284.33333333333"
"2","36.2","0","0","22","1805.083333","0","0.008695652","3.586636448","0","Sep","2","2","1","2","Returning_Visitor","1","1","8","0","1","1841.283333","24","76.720138875"
"13","913.5222222","3","141.88","29","1293.652222","0.002631579","0.020570175","1.483746347","0","Aug","2","2","4","2","Returning_Visitor","1","0","7","0","1","2349.0544442","45","52.201209871111"
"0","0","0","0","20","616.5","0","0.01","0","0","Nov","3","3","1","3","New_Visitor","0","0","10","1","0","616.5","20","30.825"
"6","180.0666667","0","0","3","111.8","0","0.007142857","0","0","Aug","2","2","9","5","New_Visitor","1","0","7","1","0","291.8666667","9","32.429629633333"
"1","20.2","0","0","77","3107.173333","0.002597403","0.017041847","18.74860165","0","Sep","2","2","7","1","Returning_Visitor","0","1","8","0","1","3127.373333","78","40.094529910256"
"0","0","0","0","15","478.26","0","0.015384615","0","0","Nov","2","2","8","20","Returning_Visitor","0","0","10","0","1","478.26","15","31.884"
"0","0","0","0","15","598.6","0","0.033333333","0","0","Jul","2","2","1","2","Returning_Visitor","0","0","6","0","1","598.6","15","39.906666666667"
"5","74.4","0","0","140","2810.797158","0.001909722","0.016226074","0","0","Sep","2","2","3","4","Returning_Visitor","1","0","8","0","1","2885.197158","145","19.897911434483"
"0","0","0","0","29","453.9","0.101149425","0.128275862","0","0","Jul","1","1","1","3","Returning_Visitor","0","0","6","0","1","453.9","29","15.651724137931"
"3","94.6","0","0","1","4","0","0.05","0","0","Jul","2","2","1","2","New_Visitor","0","0","6","1","0","98.6","4","24.65"
"0","0","1","105.1333333","17","526.3761905","0.052941176","0.045751634","0","0","June","3","2","6","13","Returning_Visitor","0","0","5","0","1","631.5095238","18","35.083862433333"
"0","0","0","0","2","252.8","0","0.1","0","0","Oct","2","5","9","13","Returning_Visitor","1","0","9","0","1","252.8","2","126.4"
"0","0","0","0","40","589.5","0.018333333","0.034416667","0","0","Aug","3","2","1","1","Returning_Visitor","1","0","7","0","1","589.5","40","14.7375"
"2","33.4","0","0","35","1795.925","0","0.01","0","0","Nov","2","2","1","3","Returning_Visitor","0","0","10","0","1","1829.325","37","49.441216216216"
"2","143.8","2","94.8","23","890.1952381","0","0.004166667","0","0","Jul","2","2","2","1","New_Visitor","0","0","6","1","0","1128.7952381","27","41.807231040741"
"7","327.2357143","4","260","42","443.4990476","0","0.022666667","18.50321705","0","Jul","2","4","6","1","Returning_Visitor","0","1","6","0","1","1030.7347619","53","19.447825696226"
"2","16.2","0","0","4","60.6","0.025","0.075","0","0","Sep","2","4","1","3","Returning_Visitor","0","1","8","0","1","76.8","6","12.8"
"0","0","0","0","13","748.2333333","0","0","0","0","Oct","1","1","1","2","Returning_Visitor","0","0","9","0","1","748.2333333","13","57.556410253846"
"0","0","0","0","1","0","0.2","0.2","0","0","June","3","2","1","1","Returning_Visitor","1","0","5","0","1","0","1","0"
"5","57.4","0","0","21","423.5","0","0.008695652","0","0","Sep","2","2","1","2","Returning_Visitor","0","0","8","0","1","480.9","26","18.496153846154"
"7","186.6666667","7","790.0066667","57","1720.444748","0.000980392","0.007866316","3.801048407","0","Sep","3","2","6","2","Returning_Visitor","1","0","8","0","1","2697.1180814","71","37.987578611268"
"3","54.8","1","28.2","24","203.0677778","0","0.008","44.35972562","0","June","2","2","1","4","Returning_Visitor","0","1","5","0","1","286.0677778","28","10.21670635"
"1","27.2","0","0","9","396","0","0.02","0","0","Nov","2","4","1","2","Returning_Visitor","0","0","10","0","1","423.2","10","42.32"
"19","341.8166667","1","51.4","429","9661.585763","0.00304414","0.012547206","3.459384236","0","Sep","2","2","9","1","Returning_Visitor","0","0","8","0","1","10054.8024297","449","22.39376933118"
"4","80.6","0","0","39","639.4933333","0","0.005","0","0","Nov","1","2","1","20","Returning_Visitor","0","0","10","0","1","720.0933333","43","16.746356588372"
"0","0","1","0","65","934.8704274","0.008080808","0.036336088","0","0","Oct","1","1","3","2","Returning_Visitor","1","0","9","0","1","934.8704274","66","14.164703445455"
"0","0","0","0","54","3371.05","0.003773585","0.022012579","0","0","Jul","2","4","1","3","Returning_Visitor","0","0","6","0","1","3371.05","54","62.426851851852"
"3","240.8","1","4","13","279.8333333","0","0.00625","0","0","Nov","3","2","2","2","Returning_Visitor","0","0","10","0","1","524.6333333","17","30.860784311765"
"3","16","0","0","63","3908.754762","0","0.001587302","1.298232174","0","Aug","4","1","6","4","Returning_Visitor","0","0","7","0","1","3924.754762","66","59.465981242424"
"0","0","1","105.8","44","868.1636364","0","0.036803966","9.550627398","0","Sep","2","6","4","2","Returning_Visitor","0","0","8","0","1","973.9636364","45","21.643636364444"
"1","52.4","0","0","16","176.1","0","0.011764706","0","0","Aug","1","1","1","5","Returning_Visitor","1","0","7","0","1","228.5","17","13.441176470588"
"1","8","0","0","22","699.2671429","0.028571429","0.037698413","10.79250883","0","Jul","3","2","1","1","Returning_Visitor","0","1","6","0","1","707.2671429","23","30.750745343478"
"3","666.2","5","173.54","27","1581.48831","0","0.010419753","35.22837227","0","Oct","3","6","3","20","Returning_Visitor","0","0","9","0","1","2421.22831","35","69.177951714286"
"3","5","0","0","16","246.3933333","0.044444444","0.075925926","0","0","Oct","3","2","1","4","Returning_Visitor","1","0","9","0","1","251.3933333","19","13.231228068421"
"6","446.3833333","0","0","28","789.1266667","0.01","0.012860238","37.5474164","0","Nov","2","2","1","2","Returning_Visitor","0","0","10","0","1","1235.51","34","36.338529411765"
"12","221.7279167","4","144.2","136","5944.387373","0.011252599","0.031851593","2.045137389","0","Oct","2","5","1","1","Returning_Visitor","0","0","9","0","1","6310.3152897","152","41.515232169079"
"0","0","0","0","1","0","0.2","0.2","0","0","Jul","3","2","4","1","Returning_Visitor","0","0","6","0","1","0","1","0"
"18","167","0","0","37","1113.898538","0.016666667","0.030296143","0","0","Nov","2","2","3","2","Returning_Visitor","0","0","10","0","1","1280.898538","55","23.289064327273"
"10","141.6333333","0","0","13","386.3","0","0.023529412","0","0","Sep","2","2","1","3","Returning_Visitor","0","0","8","0","1","527.9333333","23","22.953623186957"
"2","35.3","0","0","2","20.1","0","0","40.27815244","0","Sep","2","2","1","6","New_Visitor","0","1","8","1","0","55.4","4","13.85"
"1","26.2","0","0","92","2451.346667","0.007692308","0.021318681","0","0","Jul","4","1","3","1","Returning_Visitor","0","0","6","0","1","2477.546667","93","26.640286741935"
"2","46.4","0","0","8","349","0.02","0.08","0","0","Aug","4","1","1","1","Returning_Visitor","0","0","7","0","1","395.4","10","39.54"
"2","137","0","0","6","185.4","0","0.028571429","44.89345937","0","Oct","2","2","7","4","Returning_Visitor","0","1","9","0","1","322.4","8","40.3"
"0","0","0","0","1","0","0.2","0.2","0","0","Oct","2","5","1","20","Returning_Visitor","0","1","9","0","1","0","1","0"
"0","0","0","0","14","317.0666667","0.035714286","0.05","0","0","Aug","1","1","9","3","Returning_Visitor","0","0","7","0","1","317.0666667","14","22.64761905"
"3","103.6","0","0","39","1003.38","0.068292683","0.08699187","0","0","Aug","1","1","1","3","Returning_Visitor","0","0","7","0","1","1106.98","42","26.356666666667"
"0","0","0","0","4","90.8","0","0.025","0","0","Oct","1","1","3","2","Returning_Visitor","1","0","9","0","1","90.8","4","22.7"
"0","0","0","0","91","4157.633333","0.01","0.028013468","0","0","Jul","2","2","1","13","Returning_Visitor","0","0","6","0","1","4157.633333","91","45.688278384615"
"6","141","0","0","47","830.3411669","0.004421769","0.028456454","0","0","Aug","1","1","4","2","Returning_Visitor","0","0","7","0","1","971.3411669","53","18.327191828302"
"6","73.3","1","0","120","2872.719031","0.000226757","0.011948854","5.915342917","0","Aug","2","2","2","1","Returning_Visitor","0","0","7","0","1","2946.019031","127","23.197000244094"
"4","40.2","1","16.13333333","9","229.8833333","0","0.014285714","0","0","Oct","2","2","6","2","New_Visitor","0","0","9","1","0","286.21666663","14","20.444047616429"
"2","178.3","2","148.1","39","2237.775","0.004761905","0.012857143","26.41021956","0","Oct","1","1","3","2","Returning_Visitor","0","0","9","0","1","2564.175","43","59.631976744186"
"4","176.9133333","1","40.8","72","1548.194444","0","0.007887882","1.891943485","0","Aug","2","4","3","5","Returning_Visitor","0","1","7","0","1","1765.9077773","77","22.933867237662"
"3","26.7","2","49.4","16","703.3","0","0.01","0","0","Aug","2","4","3","4","Returning_Visitor","0","0","7","0","1","779.4","21","37.114285714286"
"12","178.65","0","0","77","999.0133333","0.013636364","0.026893939","5.292014182","0","June","2","2","4","13","Returning_Visitor","0","0","5","0","1","1177.6633333","89","13.23217228427"
"6","130","2","14.2","30","2472.24","0.03537037","0.05723545","0","0","June","1","1","3","3","Returning_Visitor","0","0","5","0","1","2616.44","38","68.853684210526"
"0","0","0","0","7","1721.666667","0.038095238","0.038571429","0","0","Nov","1","1","3","3","Returning_Visitor","0","0","10","0","1","1721.666667","7","245.952381"
"0","0","0","0","1","0","0.2","0.2","0","0","Aug","2","5","7","1","Returning_Visitor","0","0","7","0","1","0","1","0"
"0","0","0","0","25","1017.966667","0.008333333","0.017361111","0","0","Aug","3","2","4","1","Returning_Visitor","1","0","7","0","1","1017.966667","25","40.71866668"
"3","113.8","0","0","15","336.1383333","0","0.011764706","0","0","Nov","2","4","9","3","New_Visitor","0","0","10","1","0","449.9383333","18","24.996574072222"
"0","0","0","0","39","1858.566667","0","0.002564103","0","0","Nov","2","2","3","2","New_Visitor","0","0","10","1","0","1858.566667","39","47.655555564103"
"7","143.28","0","0","27","787.2433333","0.005882353","0.044117647","0","0","Sep","1","2","3","1","Returning_Visitor","1","0","8","0","1","930.5233333","34","27.368333332353"
"5","141.14","0","0","12","305.24","0","0.013333333","0","0","June","2","2","9","3","Returning_Visitor","0","0","5","0","1","446.38","17","26.257647058824"
"7","135.2833333","3","92.33333333","31","892.7244444","0","0.003468013","31.14097898","0","Oct","3","2","1","5","Returning_Visitor","0","0","9","0","1","1120.34111103","41","27.325392951951"
"10","519","0","0","89","2577.960349","0.012852234","0.03729051","0","0","Jul","3","2","7","1","Returning_Visitor","0","0","6","0","1","3096.960349","99","31.282427767677"
"0","0","2","594.1333333","39","922.4006061","0","0.001709402","154.0955389","0","Sep","3","2","1","2","New_Visitor","0","1","8","1","0","1516.5339394","41","36.988632668293"
"2","76.6","0","0","38","3872.716667","0","0.002702703","0","0","Aug","2","2","3","2","New_Visitor","0","0","7","1","0","3949.316667","40","98.732916675"
"2","49.4","2","7","4","53.2","0.028571429","0.042857143","0","0","Nov","3","2","1","2","Returning_Visitor","0","0","10","0","1","109.6","8","13.7"
"0","0","0","0","14","260.8666667","0","0.028571429","0","0","June","2","2","1","3","Returning_Visitor","0","0","5","0","1","260.8666667","14","18.633333335714"
"1","29.53333333","0","0","22","814.7093939","0.004","0.021333333","14.92784091","0","Nov","2","2","1","2","Returning_Visitor","0","0","10","0","1","844.24272723","23","36.706205531739"
"2","35.2","2","98.8","84","8365.602222","0.008914729","0.037209302","0","0","Sep","2","2","5","1","Returning_Visitor","0","0","8","0","1","8499.602222","88","96.586388886364"
"4","40.2","1","0","12","2339.207143","0.011111111","0.036944444","0","0","Nov","1","1","1","2","Returning_Visitor","0","0","10","0","1","2379.407143","17","139.96512605882"
"0","0","0","0","28","2102.75","0.058928571","0.078333333","0","0","Jul","3","2","3","13","Returning_Visitor","0","0","6","0","1","2102.75","28","75.098214285714"
"1","24.2","0","0","18","1014.2","0","0.02","22.9772856","0","Nov","2","2","2","13","Returning_Visitor","0","1","10","0","1","1038.4","19","54.652631578947"
"1","216.6","0","0","34","1463.8","0.006060606","0.007575758","0","0","Nov","1","1","8","2","Returning_Visitor","0","0","10","0","1","1680.4","35","48.011428571429"
"0","0","0","0","53","1121.433333","0.007843137","0.019607843","24.57349606","0","Jul","2","4","9","1","Returning_Visitor","0","1","6","0","1","1121.433333","53","21.159119490566"
"4","98.6","0","0","10","63.6","0.090909091","0.090909091","0","0","Sep","1","1","4","3","Returning_Visitor","0","0","8","0","1","162.2","14","11.585714285714"
